 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\138Xe_tTi.txt

 Ion = Xenon [54] , Mass = 138 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 375.00 MeV   5.790E+01  1.118E-01   38.83 um     1.21 um     1.25 um  
 400.00 MeV   5.814E+01  1.059E-01   40.70 um     1.25 um     1.26 um  
 450.00 MeV   5.849E+01  9.583E-02   44.43 um     1.36 um     1.28 um  
 500.00 MeV   5.870E+01  8.763E-02   48.14 um     1.46 um     1.30 um  
 550.00 MeV   5.879E+01  8.080E-02   51.84 um     1.55 um     1.32 um  
 600.00 MeV   5.877E+01  7.502E-02   55.54 um     1.64 um     1.34 um  
 650.00 MeV   5.865E+01  7.006E-02   59.25 um     1.73 um     1.36 um  
 700.00 MeV   5.846E+01  6.575E-02   62.96 um     1.81 um     1.37 um  
 800.00 MeV   5.786E+01  5.863E-02   70.44 um     2.10 um     1.41 um  
 900.00 MeV   5.705E+01  5.297E-02   78.02 um     2.36 um     1.44 um  
   1.00 GeV   5.609E+01  4.837E-02   85.72 um     2.60 um     1.47 um  
   1.10 GeV   5.502E+01  4.454E-02   93.55 um     2.83 um     1.50 um  
   1.20 GeV   5.389E+01  4.130E-02  101.55 um     3.05 um     1.54 um  
   1.30 GeV   5.272E+01  3.853E-02  109.72 um     3.27 um     1.57 um  
   1.40 GeV   5.154E+01  3.612E-02  118.07 um     3.48 um     1.60 um  
   1.50 GeV   5.036E+01  3.402E-02  126.62 um     3.68 um     1.63 um  
   1.60 GeV   4.920E+01  3.216E-02  135.36 um     3.89 um     1.67 um  
   1.70 GeV   4.806E+01  3.050E-02  144.32 um     4.09 um     1.70 um  
   1.80 GeV   4.695E+01  2.901E-02  153.49 um     4.29 um     1.73 um  
   2.00 GeV   4.485E+01  2.645E-02  172.47 um     5.07 um     1.80 um  
