 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 07, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\28Mg_tTi.txt

 Ion = Magnesium [12] , Mass = 28 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 325.00 MeV   3.700E+00  1.788E-03  251.98 um     9.19 um     3.02 um  
 350.00 MeV   3.511E+00  1.674E-03  282.19 um    10.16 um     3.30 um  
 375.00 MeV   3.342E+00  1.575E-03  313.98 um    11.13 um     3.59 um  
 400.00 MeV   3.189E+00  1.487E-03  347.33 um    12.11 um     3.89 um  
 450.00 MeV   2.924E+00  1.339E-03  418.67 um    15.81 um     4.54 um  
 500.00 MeV   2.704E+00  1.219E-03  496.14 um    19.28 um     5.25 um  
 550.00 MeV   2.518E+00  1.119E-03  579.61 um    22.66 um     6.00 um  
 600.00 MeV   2.360E+00  1.035E-03  668.95 um    25.99 um     6.81 um  
 650.00 MeV   2.223E+00  9.639E-04  764.05 um    29.32 um     7.66 um  
 700.00 MeV   2.102E+00  9.019E-04  864.83 um    32.66 um     8.57 um  
 800.00 MeV   1.895E+00  8.001E-04    1.08 mm    45.05 um    10.51 um  
 900.00 MeV   1.727E+00  7.197E-04    1.32 mm    56.59 um    12.64 um  
   1.00 GeV   1.592E+00  6.546E-04    1.59 mm    67.82 um    14.95 um  
   1.10 GeV   1.479E+00  6.008E-04    1.87 mm    78.94 um    17.44 um  
   1.20 GeV   1.383E+00  5.554E-04    2.18 mm    90.06 um    20.09 um  
   1.30 GeV   1.300E+00  5.167E-04    2.50 mm   101.25 um    22.91 um  
   1.40 GeV   1.228E+00  4.833E-04    2.84 mm   112.54 um    25.89 um  
   1.50 GeV   1.165E+00  4.540E-04    3.21 mm   123.93 um    29.03 um  
   1.60 GeV   1.108E+00  4.283E-04    3.59 mm   135.45 um    32.31 um  
   1.70 GeV   1.058E+00  4.054E-04    3.99 mm   147.10 um    35.75 um  
   1.80 GeV   1.013E+00  3.850E-04    4.42 mm   158.87 um    39.33 um  
   2.00 GeV   9.356E-01  3.499E-04    5.31 mm   203.51 um    46.92 um  
   2.25 GeV   8.564E-01  3.144E-04    6.53 mm   267.00 um    57.17 um  
   2.50 GeV   7.919E-01  2.857E-04    7.85 mm   326.50 um    68.24 um  
   2.75 GeV   7.383E-01  2.620E-04    9.27 mm   384.17 um    80.07 um  
   3.00 GeV   6.931E-01  2.421E-04   10.80 mm   440.96 um    92.63 um  
   3.25 GeV   6.543E-01  2.251E-04   12.41 mm   497.33 um   105.89 um  
   3.50 GeV   6.208E-01  2.104E-04   14.12 mm   553.56 um   119.82 um  
   3.75 GeV   5.915E-01  1.975E-04   15.92 mm   609.78 um   134.38 um  
   4.00 GeV   5.656E-01  1.862E-04   17.80 mm   666.07 um   149.55 um  
   4.50 GeV   5.221E-01  1.672E-04   21.81 mm   876.01 um   181.62 um  
   5.00 GeV   4.869E-01  1.519E-04   26.13 mm     1.07 mm   215.82 um  
   5.50 GeV   4.578E-01  1.392E-04   30.75 mm     1.25 mm   251.97 um  
   6.00 GeV   4.334E-01  1.286E-04   35.64 mm     1.43 mm   289.91 um  
   6.50 GeV   4.126E-01  1.195E-04   40.79 mm     1.61 mm   329.48 um  
   7.00 GeV   3.947E-01  1.116E-04   46.19 mm     1.78 mm   370.56 um  
   8.00 GeV   3.655E-01  9.876E-05   57.66 mm     2.41 mm   456.77 um  
   9.00 GeV   3.427E-01  8.863E-05   69.97 mm     2.98 mm   547.67 um  
  10.00 GeV   3.244E-01  8.046E-05   83.04 mm     3.51 mm   642.50 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.2951E+01                 eV / Angstrom 
  2.2951E+02                keV / micron   
  2.2951E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.2260E+01                 eV / (1E15 atoms/cm2)
  2.2211E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
